binomial,extinction.rate.hackett,extinction.rate.ericson,rab.ex.rate.lumped,rab.ex.rate.split,English_name,TipLabel,Female_plumage_score,Male_plumage_score,Body_size_ppca,Tropical_life_history_ppca,Sexual_selection_ppca,Cooperative_breeding_ppca,Migration_ppca,SDi,range.size.m2,bioclim1,bioclim2,bioclim3,bioclim4,bioclim5,bioclim6,bioclim7,bioclim8,bioclim9,bioclim10,bioclim11,bioclim12,bioclim13,bioclim14,bioclim15,bioclim16,bioclim17,bioclim18,bioclim19,se.bioclim1,se.bioclim2,se.bioclim3,se.bioclim4,se.bioclim5,se.bioclim6,se.bioclim7,se.bioclim8,se.bioclim9,se.bioclim10,se.bioclim11,se.bioclim12,se.bioclim13,se.bioclim14,se.bioclim15,se.bioclim16,se.bioclim17,se.bioclim18,se.bioclim19,cclgmbi1,cclgmbi10,cclgmbi11,cclgmbi12,cclgmbi13,cclgmbi14,cclgmbi15,cclgmbi16,cclgmbi17,cclgmbi18,cclgmbi19,cclgmbi2,cclgmbi3,cclgmbi4,cclgmbi5,cclgmbi6,cclgmbi7,cclgmbi8,cclgmbi9,se.cclgmbi1,se.cclgmbi10,se.cclgmbi11,se.cclgmbi12,se.cclgmbi13,se.cclgmbi14,se.cclgmbi15,se.cclgmbi16,se.cclgmbi17,se.cclgmbi18,se.cclgmbi19,se.cclgmbi2,se.cclgmbi3,se.cclgmbi4,se.cclgmbi5,se.cclgmbi6,se.cclgmbi7,se.cclgmbi8,se.cclgmbi9,NPP,NPP.se,Pop_Density,pop.density.se,X2010.IUCN.Red.List.category,BLFamilyLatin,BLFamilyEnglish,IOCOrder,PassNonPass,OscSubOsc,PCA,Segment.classification,Colour.discriminability
Hippolais opaca,0.003012574,0.002521309,0.006250392,0.007312563,Western Olivaceous Warbler,Hippolais_opaca,42.22222222,42.63888889,NA,NA,NA,NA,NA,1.009868421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hippolais pallida,0.003012574,0.002521309,0.006593657,0.007108027,Eastern Olivaceous Warbler,Hippolais_pallida,43.47222222,41.94444444,-0.934566699,-1.028008589,-0.327001274,-0.445276143,0.96706985,0.96485623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hippolais polyglotta,0.003012574,0.002521309,0.006252543,0.006777263,Melodious Warbler,Hippolais_polyglotta,39.30555556,40.41666667,-0.800435522,-1.145558064,-0.35306966,-0.445276143,2.473771992,1.028268551,1.05E+13,230.251,133.299,48.709,4954.274,374.159,90.914,283.245,224.435,240.998,292.52,165.311,489.011,99.649,7.245,83.588,250.757,29.272,79.39,134.794,1.927222402,0.861958567,0.358634825,74.50171173,2.081991452,2.091897856,2.420303461,2.790206987,1.988956496,1.770010321,2.393660772,18.59318174,3.828888897,0.510891363,1.388931023,9.842947402,1.773891402,3.059480073,8.64005927,183.786,238.332,128.091,467.913,92.176,6.745,82.519,237.334,27.396,88.747,119.393,140.789,51.961,4305.094,323.34,49.822,273.518,177.647,194.377,2.073469431,1.843328412,2.484133579,18.825488,3.800669956,0.496195713,1.211887086,9.895772064,1.770419603,4.024961777,7.711499321,0.973943039,0.314274159,55.83836086,2.20828733,2.088804783,1.896891635,2.969135928,1.778956311,34040.236,975.5062082,41.91132317,3.924133186,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hippolais rama,0.007227119,0.002521309,0.006403558,0.007182851,Sykes's Warbler,Hippolais_rama,49.16666667,48.75,-0.975956613,-1.578398393,-0.383728527,-0.445276143,0.96706985,0.991525424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundinea ferruginea,0.006135578,0.004610437,0.020386511,0.021481051,Cliff Flycatcher,Hirundinea_ferruginea,43.05555556,41.11111111,NA,NA,NA,NA,NA,0.95483871,9.16E+11,228.338,106.453,82.06,510.655,295.252,166.085,129.167,225.21,228.418,233.982,221.28,2356.505,341.295,72.946,46.224,945.273,262.089,418.602,681.475,1.609288528,0.514861995,0.146812649,4.649284657,1.626134315,1.827717244,0.643740252,1.540219522,1.711795993,1.623413425,1.615829975,26.81235839,3.965651569,1.616207044,0.522427751,11.15764489,5.18582065,5.825081387,14.18488542,191.286,198.587,182.667,2388.762,395.616,58.959,55.108,1040.821,218.761,527.71,638.459,107.159,78.058,645.002,262.003,124.784,137.219,189.346,189.394,1.65203857,1.669700671,1.662377698,29.86272821,5.763312617,1.250009537,0.650465557,14.63459081,4.265472792,10.03185297,17.69945307,0.456922857,0.169473766,5.889849431,1.774751457,1.788668969,0.672298315,1.596018659,1.733597452,11391.175,194.5531784,11.03683064,1.313148796,LC,Tyrannidae,Tyrant-flycatchers,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Hirundo abyssinica,0.002813173,0.002521309,0.00565066,0.003600843,Lesser Striped-swallow,Hirundo_abyssinica,46.80555556,45.27777778,0.027290359,0.541143445,-0.359267741,-0.445276143,0.96706985,0.96735905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo aethiopica,0.004385067,0.002521309,0.004565495,0.005402654,Ethiopian Swallow,Hirundo_aethiopica,53.05555556,49.86111111,0.005134976,0.344135072,-0.626752535,-0.445276143,-0.539632293,0.939790576,4.76E+12,265.393,136.957,64.562,2023.048,371.593,157.166,214.427,263.203,250.695,291.566,239.576,707.305,172.584,2.249,112.228,418.287,12.367,117.358,199.068,0.834387652,0.685662661,0.241720054,29.63381195,1.181557205,1.054763941,1.464822985,0.959545997,0.881390279,1.042414635,0.780056865,14.77883453,2.584670475,0.168681512,1.062627495,7.311610238,0.769965686,2.622131081,9.241914215,231.214,258.502,201.729,583.672,146.313,1.355,117.92,355.71,8.494,122.57,129.96,150.37,64.372,2226.711,344.345,109.327,235.018,237.191,212.171,0.848576624,1.054777964,0.842971031,15.11575584,3.090937872,0.104354515,0.947467833,8.058578571,0.559044269,3.443741345,8.091894658,0.764524426,0.203378905,34.27523309,1.247811287,1.091516138,1.532885323,1.04948079,0.913373971,11198.14,685.7734902,61.42762055,4.379549656,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo albigularis,0.003333882,0.002521309,0.003862673,0.003507682,White-throated Swallow,Hirundo_albigularis,52.5,54.72222222,0.582804714,-0.341421596,-0.626752535,-0.445276143,0.96706985,1.042328042,3.90E+12,196.282,146.2,57.718,3290.444,310.814,57.481,253.333,221.325,154.605,231.552,149.336,689.057,140.951,3.629,87.354,382.919,14.267,238.762,18.562,0.847697509,0.624201592,0.163937035,38.92280789,0.89433844,1.243734906,1.34985118,0.870909788,1.201887477,0.716948611,1.173231254,11.54839882,2.338969726,0.215196814,0.765594422,6.470558443,0.730408932,3.706122056,0.981549589,157.131,191.039,111.866,692.275,136.646,4.493,83.453,367.93,18.128,276.523,23.893,145.859,59.2,3173.902,266.76,19.716,247.044,183.473,117.741,0.869008063,0.642562344,1.257722509,10.40408142,2.092887207,0.245654834,0.75219518,5.712131261,0.863160856,4.224200201,1.206645575,0.539067447,0.207526064,41.09982923,0.735522531,1.212934687,1.215903156,0.862816158,1.262001016,7333.218,353.4034691,36.04041024,15.63060038,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo angolensis,0.004385067,0.002521309,0.008886049,0.005475491,Angola Swallow,Hirundo_angolensis,48.61111111,46.25,0.332942644,0.549229369,-0.566432973,-0.445276143,-0.539632293,0.951428571,1.67E+12,222.695,115.519,70.864,1084.7,300.262,136.752,163.51,226.829,208.951,234.094,206.989,1159.921,209.752,8.358,76.007,535.661,39.088,314.357,76.598,0.780297917,0.559355448,0.286037273,18.343044,0.731225031,1.024649405,0.901788846,0.811454384,0.830890473,0.804358226,0.82957765,10.07752039,1.773808584,0.483706324,0.700933848,4.450186315,1.935154019,4.525727097,3.885182755,186.533,197.086,171.015,1022.967,194.689,6.546,77.311,469.199,33.437,303.542,83.862,121.304,72.627,1056.466,265.14,98.274,166.866,190.432,174.163,0.80278975,0.839809433,0.83686625,9.554092034,1.652949643,0.378791984,0.632901923,4.029483855,1.592050456,4.519276944,4.109746826,0.578954897,0.263855056,17.22173461,0.763567571,1.059035637,0.828282618,0.84072004,0.843993339,9718.617,247.0508595,71.90172647,5.139475731,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo ariel,0.002813173,0.002521309,0.006380409,0.003290829,Fairy Martin,Hirundo_ariel,41.38888889,46.66666667,-0.305945724,-0.509951985,-0.572649175,-0.445276143,-0.539632293,1.127516779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo atrocaerulea,0.003333882,0.002521309,0.003496326,0.004775265,Blue Swallow,Hirundo_atrocaerulea,51.94444444,55.27777778,0.099779739,0.37401285,-0.177620028,2.244888527,2.473771992,1.064171123,2.45E+11,205.073,118.807,70.336,1610.711,287.224,114.716,172.508,216.243,188.649,222.521,181.846,1131.3,196.512,22.732,65.776,519.606,91.202,327.595,135.611,0.845409006,0.412848877,0.389408196,33.32105731,0.808739689,1.448489374,1.096013313,0.707361514,1.298149063,0.730799307,1.180729608,9.244289637,2.252907332,0.628290478,0.815549474,5.267065857,2.444950097,4.268161686,4.005553162,171.36,188.765,147.614,1012.174,180.158,14.996,67.709,461.438,63.762,311.274,165.951,122.563,70.522,1645.416,253.756,77.969,175.787,180.446,156.745,0.901092874,0.770216209,1.186509506,7.428785539,1.946998161,0.384770103,0.681563532,4.59923854,1.488534545,5.001151511,4.908465303,0.405322486,0.332650225,30.12989518,0.869197312,1.443314656,0.920728718,0.705664968,1.373964976,14390.416,491.0781794,147.2027962,8.870963909,VU,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo concolor,0.004468749,0.002521309,0.003294208,0.003326578,Dusky Crag-martin,Hirundo_concolor,45.13888889,44.58333333,NA,NA,NA,NA,NA,0.987692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo cucullata,0.003333882,0.002521309,0.003668354,0.005449725,Greater Striped-swallow,Hirundo_cucullata,42.91666667,47.91666667,0.631731904,-0.286571457,-0.568895023,-0.445276143,0.96706985,1.116504854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo daurica,0.002813173,0.002521309,0.003253768,0.003600843,Red-rumped Swallow,Hirundo_daurica,51.66666667,53.19444444,0.477813363,-0.983098308,-0.55950419,-0.445276143,0.96706985,1.029569892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo dimidiata,0.002813173,0.002521309,0.004057125,0.00349705,Pearl-breasted Swallow,Hirundo_dimidiata,51.38888889,54.86111111,-0.128385396,0.015624006,-0.64815418,-0.445276143,0.96706985,1.067567568,3.68E+12,204.562,146.646,59.681,2826.826,314.711,68.429,246.282,223.676,168.267,233.522,163.552,817.125,168.434,2.026,92.211,459.971,9.382,256.742,15.463,0.66954047,0.598517257,0.181323239,38.26452597,0.744022209,1.089521003,1.309859614,0.770740595,1.011197424,0.593096349,1.008627099,11.70140745,2.240607053,0.170500423,0.649043709,6.209888636,0.584997691,3.627691495,1.217493705,165.951,192.524,127.18,800.88,159.397,2.425,88.333,432.37,11.226,291.603,21.66,147.658,61.776,2657.392,270.723,30.864,239.859,185.529,132.975,0.678336745,0.521625841,1.069866447,10.13637142,1.967415084,0.190296052,0.61731774,5.391438092,0.662135445,4.148368879,1.798623208,0.522934505,0.207236027,39.19451242,0.609819769,1.09862208,1.19342758,0.770704317,1.04651592,7116.168,283.3203209,25.80025255,6.000145505,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo fluvicola,0.002813173,0.002521309,0.004560971,0.003433318,Streak-throated Swallow,Hirundo_fluvicola,46.66666667,45,NA,NA,NA,NA,NA,0.964285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo fuligula,0.004498654,0.002521309,0.004483518,0.003326578,Rock Martin,Hirundo_fuligula,41.80555556,42.63888889,0.445989105,0.092650115,-0.513445443,-0.445276143,0.96706985,1.019933555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo leucosoma,0.003333882,0.002521309,0.00561186,0.005614246,Pied-winged Swallow,Hirundo_leucosoma,51.80555556,53.19444444,-0.036505217,0.061451467,-0.451923383,-0.445276143,-0.539632293,1.026809651,1.39E+12,266.123,121.415,64.238,1612.893,362.161,172.194,189.967,253.836,260.431,288.856,247.401,1289.58,284.277,3.844,90.523,722.161,22.161,176.576,437.081,0.372226307,0.615925433,0.152763519,12.89218546,0.622030547,0.882827134,1.252874138,0.384831391,0.522496164,0.456705423,0.354632152,14.62322886,3.94866005,0.17105825,0.673198832,9.731809965,0.84595314,2.400966235,13.70921511,230.99,252.947,211.764,1133.582,244.011,3.563,91.959,631.999,19.817,211.165,223.888,129.309,63.873,1605.842,327.789,124.735,203.054,226.604,218.16,0.384626881,0.481258559,0.438762825,15.98863483,3.827863296,0.152115647,0.679065865,9.876638952,0.758433077,3.672793376,7.764122555,0.647239088,0.14046566,17.47871318,0.718489183,0.828887103,1.291590992,0.443898896,0.504312136,5131.225,316.0652215,138.4618752,19.47920611,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo lucida,0.004428275,0.002521309,0.004565495,0.004785865,Red-chested Swallow,Hirundo_lucida,50.55555556,54.44444444,0.052753171,0.137792987,-0.562026005,-0.445276143,-0.539632293,1.076923077,2.26E+12,258.126,133.233,64.469,1878.125,360.666,150.956,209.71,251.995,244.257,283.152,234.814,1066.153,246.715,7.286,101.663,619.236,32.359,174.943,244.792,1.084187985,0.593060226,0.269402332,27.08167596,1.426029454,1.067329966,1.409703928,1.114753628,1.010259162,1.331526139,0.919113798,17.45223533,3.70996086,0.55201533,1.04461699,9.470679599,2.029227904,4.080020873,11.90351218,221.456,246.052,195.42,961.906,227.941,5.077,106.208,572.387,24.476,193.428,135.855,143.739,65.081,1968.695,327.936,105.193,222.743,225.369,203.667,1.066120386,1.280099977,0.910367161,18.70378868,4.420218303,0.376463538,0.987360936,10.9499338,1.558434516,4.636835889,7.58577471,0.680815973,0.229209459,28.46519234,1.437245135,1.078052851,1.428210326,1.227730492,0.981497554,7078.6,454.3254686,60.7868101,8.124092524,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo megaensis,0.003333882,0.002521309,0.003668354,0.003507682,White-tailed Swallow,Hirundo_megaensis,56.52777778,51.52777778,NA,NA,NA,NA,NA,0.911547912,14837093107,194.509,137.323,75.467,1316.148,296.341,115.458,180.883,200.176,176.854,211.942,176.854,582.401,165.718,5.573,94.061,312.087,28.059,107.33,28.059,0.291133436,0.334835461,0.032310292,4.498718992,0.44805968,0.314456864,0.436845677,0.292822077,0.300284623,0.316630527,0.300284623,1.673420011,0.530914632,0.058138206,0.195282909,0.906953138,0.181660451,0.486456308,0.181660451,161.091,174.552,144.241,507.392,193.348,4.705,123.632,318.995,25.285,71.67,35.848,143.138,78.04,1196.679,262.706,80.447,182.259,164.649,144.486,0.290890592,0.312878873,0.303204307,1.108789317,0.379065412,0.031669828,0.153838364,0.631543999,0.153686025,0.437344681,0.948767124,0.369837445,0.036738941,5.127357385,0.449746413,0.313833846,0.439407553,0.292970358,0.306358711,3891.161,177.0345873,12.64675779,0.268706583,VU,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo neoxena,0.003333882,0.002521309,0.00466549,0.004083491,Welcome Swallow,Hirundo_neoxena,49.44444444,48.47222222,0.168898362,-0.900704709,-0.63615449,-0.445276143,0.96706985,0.980337079,6.03E+12,198.451,136.524,48.882,5036.099,337.508,59.152,278.356,220.783,180.943,259.486,130.909,506.793,82.31,18.361,50.189,216.747,66.025,166.359,101.923,1.427385382,0.571128367,0.119508821,34.56660361,1.652781178,1.09637171,1.369415409,2.599643063,1.481725772,1.526404178,1.344326572,14.33436138,2.228731286,0.811204494,0.964730005,6.080579449,2.885276971,4.612739477,3.935620686,161.515,223.657,92.933,497.661,85.202,15.895,57.058,222.2,57.585,167.277,93.715,142.203,48.881,5120.86,305.642,16.563,289.079,180.12,144.601,1.424311215,1.40768282,1.379005499,13.98569483,2.206463613,0.741610384,0.99728191,6.010850716,2.70008912,4.483803828,4.03708705,0.470862509,0.115074242,27.42957448,1.427113341,1.068821037,0.993971196,2.617971232,1.351856988,4411.993,272.8528435,4.360786689,2.183718976,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,-0.39,0.41,15
Hirundo nigricans,0.00617415,0.002521309,0.00388658,0.003290829,Tree Martin,Hirundo_nigricans,48.75,42.22222222,0.090221528,-0.793633105,-0.635516276,-0.445276143,0.96706985,0.866096866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,0.14,-0.45,47
Hirundo nigrita,0.004385067,0.002521309,0.003649639,0.005098406,White-throated Blue Swallow,Hirundo_nigrita,58.75,57.22222222,0.20000186,1.163592959,-0.626752535,-0.445276143,-0.539632293,0.973995272,4.04E+12,243.789,106.179,76.723,751.217,313.22,174.497,138.723,242.257,238.997,252.138,233.321,1675.491,256.179,27.659,54.981,664.108,119.138,421.259,322.542,0.484577439,0.54362716,0.224429587,10.90400694,0.504559392,0.910946659,0.861250267,0.480470397,0.627624811,0.534292452,0.508246272,12.61966401,2.393995859,0.907848505,0.546403876,5.788220264,3.132417117,3.891124615,9.947064709,208.481,217.347,198.286,1573.318,248.625,22.707,56.537,628.453,110.288,465.39,323.591,112.526,75.456,763.153,280.781,131.862,148.919,207.991,202.167,0.496759911,0.550733964,0.517880685,13.97763933,2.89336758,0.733136167,0.511957744,7.012679764,2.796990921,3.174318541,10.41990692,0.54518855,0.197243426,9.941195852,0.481858098,0.832759536,0.778867816,0.512204327,0.576730204,10099.289,222.7955674,52.10364706,10.02571583,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo nigrorufa,0.003333882,0.002521309,0.003643152,0.004486105,Black-and-rufous Swallow,Hirundo_nigrorufa,54.44444444,50.55555556,0.062783123,0.504288422,-0.427091281,-0.445276143,-0.539632293,0.928571429,5.81E+11,209.794,138.801,63.786,1528.786,308.283,91.914,216.369,216.022,187.315,223.968,186.66,1257.585,234.742,0.023,88.239,636.914,2.525,306.437,8.905,0.426940092,0.416536795,0.132195611,12.92555493,0.440986826,0.686945776,0.639352493,0.382677355,0.549384746,0.409537174,0.551264267,3.997999346,0.825754992,0.007247311,0.21956796,2.366822438,0.069858824,2.445971956,0.214415365,172.871,183.707,152.617,1143.667,210.977,0.023,85.458,557.888,3.374,348.013,8.561,144.37,67.799,1316.224,267.571,55.688,211.883,178.186,153.749,0.441283458,0.429997731,0.552519311,4.757668707,0.932204632,0.007247311,0.233402469,2.675238,0.106618439,3.979874902,0.160143451,0.404569866,0.149549202,12.58609668,0.493698995,0.675999728,0.59504234,0.394711542,0.549512478,8172.867,122.3797371,16.89552283,0.709891023,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo preussi,0.002813173,0.002521309,0.003253768,0.003909568,Preuss's Swallow,Hirundo_preussi,45.13888889,43.75,-0.127974455,0.51722696,-0.708176474,-0.445276143,-0.539632293,0.969230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo rufigula,0.004419767,0.007785843,0.005888157,0.004138871,Red-throated Swallow,Hirundo_rufigula,46.38888889,48.05555556,-0.000460058,0.831689311,-0.452282044,-0.445276143,0.96706985,1.035928144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Hirundo rupestris,0.004468749,0.002521309,0.003945692,0.003326578,Eurasian Crag-martin,Hirundo_rupestris,43.88888889,43.33333333,0.549032135,-1.109811375,-0.610314555,-0.445276143,0.96706985,0.987341772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Hirundinidae,Swallows and martins,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
